folder,video_file,video_path,caption
Paving Stones 030 X Snow 008 A,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 030 X Snow 008 A/btf_sequence.mp4,"The video clip features a close-up view of a brick wall. The bricks are arranged in a herringbone pattern, which is characterized by the diagonal alignment of the bricks. The bricks themselves are a reddish-brown color, and the wall appears to be made of concrete or a similar material. The surface of the wall shows some signs of wear and tear, with visible cracks and discoloration. The overall scene is static, with no movement or action taking place. The focus is solely on the detailed"
Plastic002 007,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Plastic002 007/btf_sequence.mp4,"The video clip features a solid green background with a subtle texture that appears to be a gradient or a gradient effect. The texture is consistent throughout the entire frame, with no variations in color or pattern. The green color is uniform, and there are no other objects, people, or movements present in the video. The overall scene is simple and minimalistic, with the green background being the sole focus."
2020 Pw Concrete Wall001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/2020 Pw Concrete Wall001/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of paper. The surface appears to be made of a material with a rough, uneven texture, characterized by visible cracks and crevices. The texture is quite pronounced, with the cracks and crevices running in various directions, creating a somewhat chaotic pattern. The overall"
1264 Dark Stone Tiles,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1264 Dark Stone Tiles/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly gray and has a rough, uneven texture. The texture appears to be made up of small, raised bumps and ridges, giving it a somewhat granular appearance. The overall mood of the clip is neutral, with no discernible movement or action taking place. The focus remains solely on the detailed surface, inviting the viewer to appreciate the tactile quality of the material."
Metal 025,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Metal 025/btf_sequence.mp4,"The video clip depicts a close-up view of a textured surface, likely a wall or a piece of fabric. The surface is predominantly brown with various shades and patterns. There are patches of white and black, creating a contrast against the brown background. The texture appears rough and uneven, with some areas appearing more worn or damaged than others. The overall scene gives the impression of an aged or weathered material, possibly used in a rustic or industrial setting."
Tiles 0082,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Tiles 0082/btf_sequence.mp4,"The video clip features a close-up view of a textured surface with a repetitive geometric pattern. The pattern consists of interconnected shapes that resemble a series of interlocking triangles or zigzag lines. The overall color palette is monochromatic, with shades of gray and white dominating the scene. The surface appears to be made of a material that has a slightly rough texture, giving it a tactile quality. The camera remains stationary throughout the clip, providing a consistent view of the patterned surface. The focus is maintained on the pattern, allowing the viewer to appreciate the"
Painted Wood 007 B,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Painted Wood 007 B/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface with a distinctive texture. The wood appears to be weathered and has a blue-gray hue, with visible grain patterns and some areas where the paint has chipped or worn away, revealing the underlying wood. The surface is smooth, with a few small imperfections and natural knots visible. The overall scene is static, with no movement or action taking place. The focus remains on the detailed texture and color of the wooden surface throughout the clip."
Marble 36,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Marble 36/btf_sequence.mp4,"The video clip features a close-up view of a white marble surface. The marble is predominantly white, with subtle variations in tone and shading that give it a natural, organic appearance. The surface is relatively uniform, with no visible cracks or imperfections. The overall scene is static, with no movement or action taking place. The focus remains on the marble surface, allowing the viewer to appreciate its intricate details and the play"
Paving Stones 070 X Grass 001,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/Paving Stones 070 X Grass 001/btf_sequence.mp4,"The video clip depicts a close-up view of a cobblestone pathway. The pathway is composed of irregularly shaped, light-colored stones, primarily white and beige, arranged in a grid-like pattern. The stones are set in a way that creates a textured, uneven surface. The pathway is surrounded by green grass, which appears to be well-maintained and lush. The grass is interspersed with small patches of dirt and some scattered leaves or debris. The overall scene conveys a sense of tranqu"
826 Dry Mud,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/826 Dry Mud/btf_sequence.mp4,"The video clip features a close-up view of a textured surface, which appears to be a wall or a similar material. The surface is predominantly white and has a rough, uneven texture. The texture consists of irregular, rounded shapes that are somewhat reminiscent of cracked ice or a similar substance. The surface is also slightly reflective, with some areas showing a glossy sheen, indicating that the material might be made of a polished or coated surface. The overall appearance is somewhat abstract, with no distinct shapes or patterns immediately recognizable. The"
722 Wood Painted Peeling,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/722 Wood Painted Peeling/btf_sequence.mp4,"The video clip features a close-up view of a wooden surface with a distinctive pattern. The wood appears to be light-colored with a smooth texture, and it has a series of diagonal lines and streaks that create a visually appealing design. The lines vary in width and intensity, with some areas showing more pronounced streaks than others. The overall appearance of the wood suggests it might be a type of hardwood, possibly oak or maple, known for their durability and aesthetic appeal. The camera remains stationary throughout the clip, allowing the viewer to focus on"
1359 Sand,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/1359 Sand/btf_sequence.mp4,"The video clip features a close-up view of a textured surface that appears to be a piece of fabric or a similar material. The texture is characterized by a series of intricate, swirling patterns that resemble feathers or leaves. These patterns are distributed evenly across the surface, creating a sense of uniformity and repetition. The colors in the video are predominantly shades of gray and brown, with subtle variations in tone that add depth and dimension to the texture. The overall effect is one of organic, natural beauty,"
707 Deck Metal Gripstrips,btf_sequence.mp4,/mnt/iusers01/fatpou01/compsci01/v67771bx/scratch/btf_dataset_output6/707 Deck Metal Gripstrips/btf_sequence.mp4,"The video clip features a close-up view of a wooden floor with a distinctive pattern. The floor is composed of long, rectangular wooden planks arranged in a diagonal orientation. The wood grain is visible, adding texture and depth to the appearance of the floor. The planks are separated by narrow, white lines that run parallel to each other, creating a grid-like pattern across the floor. These lines are evenly spaced and appear to be part of the design, adding a modern and geometric touch to the overall aesthetic. As the camera"
